ticker,name,lastsale,marketcap,ipoyear,sector,industry
EPRT,"Essential Properties Realty Trust, Inc.",13.47,551960000.0,2018.0,Consumer Services,Real Estate Investment Trusts
ESS,"Essex Property Trust, Inc.",236.22,15600000000.0,1994.0,Consumer Services,Real Estate Investment Trusts
EL,"Estee Lauder Companies, Inc. (The)",141.95,52100000000.0,1995.0,Consumer Non-Durables,Package Goods/Cosmetics
ESL,Esterline Technologies Corporation,73.1,2150000000.0,,Capital Goods,Industrial Machinery/Components
ETH,Ethan Allen Interiors Inc.,24.7,671600000.0,1993.0,Consumer Durables,Home Furnishings
EURN,Euronav NV,9.0,1970000000.0,2015.0,Transportation,Marine Transportation
EEA,"European Equity Fund, Inc. (The)",9.32,74100000.0,,,
EVR,Evercore Inc.,105.95,4310000000.0,2006.0,Finance,Investment Managers
RE,"Everest Re Group, Ltd.",226.39,9280000000.0,,Finance,Property-Casualty Insurers
EVRG,"Evergy, Inc.",56.55,15340000000.0,2018.0,Public Utilities,Power Generation
EVRI,Everi Holdings Inc.,7.13,491700000.0,,Finance,Finance: Consumer Services
ES,Eversource Energy,59.52,18860000000.0,,Public Utilities,Electric Utilities: Central
EVTC,"Evertec, Inc.",22.0,1600000000.0,2013.0,Technology,EDP Services
EVH,"Evolent Health, Inc",22.4,1750000000.0,2015.0,Consumer Services,Other Consumer Services
AQUA,Evoqua Water Technologies Corp.,19.71,2240000000.0,2017.0,Technology,Industrial Machinery/Components
XAN,Exantas Capital Corp.,10.26,324730000.0,,Consumer Services,Real Estate Investment Trusts
XAN^C,Exantas Capital Corp.,25.45,,,,
EXC,Exelon Corporation,42.81,41330000000.0,,Public Utilities,Power Generation
EXPR,"Express, Inc.",9.29,692330000.0,2010.0,Consumer Services,Clothing/Shoe/Accessory Stores
EXTN,Exterran Corporation,25.7,928640000.0,2015.0,Technology,Diversified Commercial Services
EXR,Extra Space Storage Inc,99.28,12520000000.0,2004.0,Consumer Services,Real Estate Investment Trusts
XOM,Exxon Mobil Corporation,82.24,348190000000.0,,Energy,Integrated oil Companies
FNB,F.N.B. Corporation,13.47,4360000000.0,,Finance,Major Banks
FNB^E,F.N.B. Corporation,29.248,,,,
FN,Fabrinet,36.22,1340000000.0,2010.0,Public Utilities,Telecommunications Equipment
FDS,FactSet Research Systems Inc.,199.25,7750000000.0,1996.0,Technology,"Computer Software: Programming, Data Processing"
FICO,Fair Isaac Corporation,195.81,5840000000.0,,Miscellaneous,Business Services
SFUN,Fang Holdings Limited,3.73,1650000000.0,2010.0,Technology,EDP Services
FPAC,Far Point Acquisition Corporation,9.75,,2018.0,Finance,Business Services
FPAC.U,Far Point Acquisition Corporation,,,2018.0,,
FPAC.WS,Far Point Acquisition Corporation,,,,,
FPI,Farmland Partners Inc.,8.81,289570000.0,2014.0,Consumer Services,Real Estate Investment Trusts
FPI^B,Farmland Partners Inc.,24.25,,,,
FBK,FB Financial Corporation,41.23,1260000000.0,2016.0,Finance,Major Banks
FFG,"FBL Financial Group, Inc.",80.95,2009999999.0,1996.0,Finance,Life Insurance
FCB,"FCB Financial Holdings, Inc.",59.1,2760000000.0,2014.0,Finance,Major Banks
AGM,Federal Agricultural Mortgage Corporation,91.28,972300000.0,,Finance,Finance Companies
AGM.A,Federal Agricultural Mortgage Corporation,,,,,
AGM^A,Federal Agricultural Mortgage Corporation,25.1803,,,,
AGM^B,Federal Agricultural Mortgage Corporation,26.97,,,,
AGM^C,Federal Agricultural Mortgage Corporation,26.29,,,,
FRT,Federal Realty Investment Trust,125.0,9150000000.0,,Consumer Services,Real Estate Investment Trusts
FRT^C,Federal Realty Investment Trust,24.2,,,,
FSS,Federal Signal Corporation,23.44,1410000000.0,,Capital Goods,Auto Manufacturing
FII,"Federated Investors, Inc.",23.4,2370000000.0,1998.0,Finance,Investment Managers
FMN,Federated Premier Municipal Income Fund,13.33,153250000.0,2002.0,,
FDX,FedEx Corporation,227.61,60820000000.0,,Transportation,Air Freight/Delivery Services
RACE,Ferrari N.V.,133.94,32830000000.0,2015.0,Capital Goods,Auto Manufacturing
FGP,"Ferrellgas Partners, L.P.",3.35,325460000.0,1994.0,Consumer Services,Other Specialty Stores
FOE,Ferro Corporation,20.9,1760000000.0,,Basic Industries,Paints/Coatings
FG,FGL Holdings,8.73,1870000000.0,2017.0,Finance,Life Insurance
FG.WS,FGL Holdings,,,,,
FCAU,Fiat Chrysler Automobiles N.V.,18.9,37020000000.0,2014.0,Capital Goods,Auto Manufacturing
FBR,Fibria Celulose S.A.,18.51,10240000000.0,1997.0,Basic Industries,Paper
FNF,"Fidelity National Financial, Inc.",37.27,10230000000.0,2014.0,Finance,Specialty Insurers
FIS,"Fidelity National Information Services, Inc.",106.6,35290000000.0,,Miscellaneous,Business Services
FMO,Fiduciary/Claymore MLP Opportunity Fund,11.59,410760000.0,2004.0,,
FAF,First American Corporation (The),50.5,5630000000.0,,Finance,Specialty Insurers
FBP,First BanCorp.,7.82,1690000000.0,,Finance,Major Banks
FCF,First Commonwealth Financial Corporation,15.66,1570000000.0,,Finance,Major Banks
FDC,First Data Corporation,21.28,19770000000.0,2015.0,Miscellaneous,Business Services
FHN,First Horizon National Corporation,17.81,5830000000.0,,Finance,Major Banks
FHN^A,First Horizon National Corporation,25.24,,,,
FR,"First Industrial Realty Trust, Inc.",33.45,4030000000.0,1994.0,Consumer Services,Real Estate Investment Trusts
AG,First Majestic Silver Corp.,8.0,1540000000.0,,Basic Industries,Precious Metals
FRC,FIRST REPUBLIC BANK,98.23,15910000000.0,,,
FRC^D,FIRST REPUBLIC BANK,25.29,,,,
FRC^E,FIRST REPUBLIC BANK,25.85,,,,
FRC^F,FIRST REPUBLIC BANK,25.89,,,,
FRC^G,FIRST REPUBLIC BANK,25.1546,,,,
FRC^H,FIRST REPUBLIC BANK,24.64,,,,
FRC^I,FIRST REPUBLIC BANK,24.95,,,,
FFA,First Trust,15.61,311780000.0,2004.0,,
FMY,First Trust,13.388,56410000.0,2005.0,,
FDEU,First Trust Dynamic Europe Equity Income Fund,15.89,273820000.0,2015.0,,
FIF,First Trust Energy Infrastructure Fund,16.42,288170000.0,2011.0,,
FSD,First Trust High Income Long Short Fund,14.49,433930000.0,2010.0,,
FPF,First Trust Intermediate Duration Preferred & Income Fund,21.54,1310000000.0,2013.0,,
FEI           ,First Trust MLP and Energy Income Fund,12.93,589900000.0,1984.0,,
FPL,First Trust New Opportunities MLP & Energy Fund,10.33,252180000.0,2014.0,,
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,9.25,331410000.0,2016.0,,
FCT,First Trust Senior Floating Rate Income Fund II,12.66,337980000.0,2004.0,,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,6.11,87620000.0,2007.0,,
FEO,First Trust/Aberdeen Emerging Opportunity Fund,13.59,70220000.0,,,
FAM,First Trust/Aberdeen Global Opportunity Income Fund,9.94,128729999.0,2006.0,,
FE,FirstEnergy Corp.,36.43,17370000000.0,,Public Utilities,Electric Utilities: Central
FIT,"Fitbit, Inc.",6.54,1580000000.0,2015.0,Technology,Computer Manufacturing
FPH,"Five Point Holdings, LLC",11.23,744560000.0,2017.0,Finance,Real Estate
FBC,"Flagstar Bancorp, Inc.",34.78,2000000000.0,,Finance,Savings Institutions
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,23.63,452790000.0,2013.0,,
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,13.62,152310000.0,1991.0,,
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,10.82,135450000.0,1992.0,,
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,19.0376,842460000.0,2003.0,,
FLC,Flaherty & Crumrine Total Return Fund Inc,19.33,192490000.0,2003.0,,
FLT,"FleetCor Technologies, Inc.",214.2,19200000000.0,2010.0,Miscellaneous,Business Services
FND,"Floor & Decor Holdings, Inc.",50.17,4850000000.0,2017.0,Consumer Services,RETAIL: Building Materials
FTK,"Flotek Industries, Inc.",3.13,178010000.0,,Basic Industries,Major Chemicals
FLO,"Flowers Foods, Inc.",20.69,4360000000.0,,Consumer Non-Durables,Packaged Foods
FLS,Flowserve Corporation,40.1,5250000000.0,,Capital Goods,Fluid Controls
FLR,Fluor Corporation,48.41,6810000000.0,,Basic Industries,Military/Government/Technical
FLY,Fly Leasing Limited,13.8,386170000.0,2007.0,,
FMC,FMC Corporation,89.16,11990000000.0,,Basic Industries,Major Chemicals
FMX,Fomento Economico Mexicano S.A.B. de C.V.,88.23,31570000000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
FL,"Foot Locker, Inc.",52.18,6100000000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
F,Ford Motor Company,10.99,43790000000.0,,Capital Goods,Auto Manufacturing
FELP,Foresight Energy LP,3.87,560300000.0,2014.0,Energy,Coal Mining
FCE.A,"Forest City Realty Trust, Inc.",,,,,
FOR,Forestar Group Inc,20.75,870230000.0,2017.0,Finance,Real Estate
FTS,Fortis Inc.,32.2,13620000000.0,2016.0,Public Utilities,Electric Utilities: Central
FTV,Fortive Corporation,76.54,26710000000.0,2016.0,Capital Goods,Industrial Machinery/Components
FTAI,Fortress Transportation and Infrastructure Investors LLC,18.33,1520000000.0,2015.0,,
FSM,Fortuna Silver Mines Inc.,5.84,932280000.0,,Basic Industries,Precious Metals
FBHS,"Fortune Brands Home & Security, Inc.",53.4,7790000000.0,,Basic Industries,Homebuilding
FET,"Forum Energy Technologies, Inc.",12.4,1350000000.0,2012.0,Energy,Metal Fabrications
FBM,"Foundation Building Materials, Inc.",15.58,668280000.0,2017.0,Consumer Services,RETAIL: Building Materials
FCPT,"Four Corners Property Trust, Inc.",25.08,1540000000.0,2015.0,Consumer Services,Real Estate Investment Trusts
FEDU,Four Seasons Education (Cayman) Inc.,5.32,265640000.0,2017.0,Consumer Services,Other Consumer Services
FNV,Franco-Nevada Corporation,74.45,13850000000.0,,Basic Industries,Precious Metals
FC,Franklin Covey Company,26.9,373840000.0,,Consumer Services,Other Consumer Services
FSB,"Franklin Financial Network, Inc.",38.35,551240000.0,2015.0,Finance,Major Banks
BEN,"Franklin Resources, Inc.",31.48,17010000000.0,,Finance,Investment Managers
FT,Franklin Universal Trust,6.6773,167810000.0,,,
FI,Frank&#39;s International N.V.,7.65,1710000000.0,2013.0,Energy,Oilfield Services/Equipment
FCX,"Freeport-McMoran, Inc.",17.07,24730000000.0,,Basic Industries,Precious Metals
FMS,Fresenius Medical Care Corporation,50.09,30700000000.0,,Health Care,Hospital/Nursing Management
FDP,"Fresh Del Monte Produce, Inc.",44.31,2160000000.0,1997.0,Consumer Non-Durables,Farming/Seeds/Milling
RESI,Front Yard Residential Corporation,10.67,570760000.0,,Finance,Real Estate
FRO,Frontline Ltd.,5.62,954330000.0,,Transportation,Marine Transportation
FSIC,FS Investment Corporation,7.65,1850000000.0,2014.0,,
FCN,"FTI Consulting, Inc.",62.38,2360000000.0,,Consumer Services,Professional Services
FTSI,"FTS International, Inc.",14.38,1570000000.0,2018.0,Energy,Oilfield Services/Equipment
FF,FutureFuel Corp.,14.27,624190000.0,,Basic Industries,Major Chemicals
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",6.24,89250000.0,,,
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",25.64,,,,
GDV,Gabelli Dividend,22.64,1870000000.0,2003.0,,
GDV^A,Gabelli Dividend,25.5871,,,,
GDV^D,Gabelli Dividend,25.619,,,,
GDV^G,Gabelli Dividend,25.17,,,,
GAB,"Gabelli Equity Trust, Inc. (The)",6.24,1570000000.0,1986.0,,
GAB^D,"Gabelli Equity Trust, Inc. (The)",25.4899,,,,
GAB^G,"Gabelli Equity Trust, Inc. (The)",24.0279,,,,
GAB^H,"Gabelli Equity Trust, Inc. (The)",24.5902,,,,
GAB^J,"Gabelli Equity Trust, Inc. (The)",25.3,,,,
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),12.05,124280000.0,2014.0,,
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),25.2705,,,,
GGT,Gabelli Multi-Media Trust Inc. (The),9.14,221920000.0,,,
GGT^B,Gabelli Multi-Media Trust Inc. (The),25.69,,,,
GGT^E,Gabelli Multi-Media Trust Inc. (The),23.9718,,,,
GUT,Gabelli Utility Trust (The),5.99,317390000.0,,,
GUT^A,Gabelli Utility Trust (The),25.6092,,,,
GUT^C,Gabelli Utility Trust (The),25.41,,,,
GFA,Gafisa SA,5.22,114370000.0,2007.0,Basic Industries,Homebuilding
GCAP,"GAIN Capital Holdings, Inc.",7.89,353110000.0,2010.0,Finance,Investment Bankers/Brokers/Service
GBL,"Gamco Investors, Inc.",27.19,790630000.0,1999.0,Finance,Investment Bankers/Brokers/Service
GNT,"GAMCO Natural Resources, Gold & Income Tust ",6.25,130610000.0,2011.0,,
GNT^A,"GAMCO Natural Resources, Gold & Income Tust ",23.34,,,,
GME,Gamestop Corporation,14.05,1430000000.0,2002.0,Consumer Services,Electronics Distribution
GPS,"Gap, Inc. (The)",32.24,12490000000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
GDI,"Gardner Denver Holdings, Inc.",28.73,5690000000.0,2017.0,Technology,Industrial Machinery/Components
IT,"Gartner, Inc.",134.88,12310000000.0,1993.0,Consumer Services,Other Consumer Services
GLOG,GasLog LP.,18.85,1520000000.0,2012.0,Consumer Services,Marine Transportation
GLOG^A,GasLog LP.,26.28,,,,
GLOP,GasLog Partners LP,23.7,991580000.0,2014.0,Consumer Services,Marine Transportation
GLOP^A,GasLog Partners LP,26.19,,,,
GLOP^B,GasLog Partners LP,25.63,,,,
GTES,Gates Industrial Corporation plc,16.02,4640000000.0,2018.0,Technology,Industrial Machinery/Components
GATX,GATX Corporation,74.78,2820000000.0,,Consumer Services,Transportation Services
GMTA,GATX Corporation,25.6001,,2016.0,Consumer Services,Transportation Services
GZT,Gazit-Globe Ltd.,9.13,1770000000.0,2011.0,Finance,Real Estate
GCP,GCP Applied Technologies Inc.,28.35,2040000000.0,2016.0,Basic Industries,Major Chemicals
GNK,Genco Shipping & Trading Limited ,15.87,548020000.0,,Transportation,Marine Transportation
GNRC,Generac Holdlings Inc.,51.64,3200000000.0,2010.0,Consumer Durables,Metal Fabrications
GAM,"General American Investors, Inc.",34.32,907870000.0,,,
GAM^B,"General American Investors, Inc.",25.8065,,,,
GD,General Dynamics Corporation,189.69,56340000000.0,,Capital Goods,Marine Transportation
GE,General Electric Company,13.37,116120000000.0,,Energy,Consumer Electronics/Appliances
GIS,"General Mills, Inc.",43.53,25820000000.0,,Consumer Non-Durables,Packaged Foods
GM,General Motors Company,38.97,54930000000.0,2010.0,Capital Goods,Auto Manufacturing
GM.WS.B,General Motors Company,,,,,
GCO,Genesco Inc.,39.9,794610000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
GWR,"Genesee & Wyoming, Inc.",81.02,4930000000.0,,Transportation,Railroads
GEL,"Genesis Energy, L.P.",21.62,2650000000.0,1996.0,Energy,Oil Refining/Marketing
GEN           ,"Genesis Healthcare, Inc.",2.28,363540000.0,,Health Care,Hospital/Nursing Management
GNE,Genie Energy Ltd.,5.72,143150000.0,2011.0,Public Utilities,Power Generation
GNE^A,Genie Energy Ltd.,7.53,,,,
G,Genpact Limited,29.02,5530000000.0,2007.0,Consumer Services,Professional Services
GPC,Genuine Parts Company,90.72,13310000000.0,,Capital Goods,Automotive Aftermarket
GNW,Genworth Financial Inc,4.49,2250000000.0,2004.0,Finance,Life Insurance
GEO,Geo Group Inc (The),26.6,3270000000.0,,Consumer Services,Real Estate Investment Trusts
GPRK,Geopark Ltd,20.84,1260000000.0,2014.0,Energy,Oil & Gas Production
GPJA,Georgia Power Company,24.89,,2017.0,Public Utilities,Electric Utilities: Central
GGB,Gerdau S.A.,3.59,6100000000.0,,Capital Goods,Steel/Iron Ore
GTY,Getty Realty Corporation,28.41,1130000000.0,,Finance,Real Estate
GGP,GGP Inc.,20.49,19640000000.0,,Consumer Services,Real Estate Investment Trusts
GGP^A,GGP Inc.,23.9645,,,Consumer Services,Real Estate Investment Trusts
GIG,"GigCapital, Inc.",9.8501,40420000.0,2018.0,Finance,Business Services
GIG.U,"GigCapital, Inc.",,,2017.0,,
GIG.WS,"GigCapital, Inc.",,,,,
GIG~,"GigCapital, Inc.",0.442,,,,
GIL,"Gildan Activewear, Inc.",27.46,5810000000.0,1998.0,Consumer Non-Durables,Apparel
GLT,Glatfelter,19.68,859990000.0,,Basic Industries,Paper
GKOS,Glaukos Corporation,40.99,1430000000.0,2015.0,Health Care,Medical/Dental Instruments
GSK,GlaxoSmithKline PLC,40.65,100800000000.0,,Health Care,Major Pharmaceuticals
BRSS,"Global Brass and Copper Holdings, Inc.",32.05,710240000.0,2013.0,Capital Goods,Metal Fabrications
CO,Global Cord Blood Corporation,9.1,1100000000.0,,Finance,Business Services
GMRE,Global Medical REIT Inc.,8.86,191650000.0,2016.0,Consumer Services,Real Estate Investment Trusts
GMRE^A,Global Medical REIT Inc.,24.9599,,,,
GNL,"Global Net Lease, Inc.",20.63,1390000000.0,2015.0,Consumer Services,Real Estate Investment Trusts
GNL^A,"Global Net Lease, Inc.",24.9,,,,
GLP,Global Partners LP,17.35,589820000.0,2005.0,Energy,Oil Refining/Marketing
GPN,Global Payments Inc.,111.1,17730000000.0,,Miscellaneous,Business Services
GSL,"Global Ship Lease, Inc.",1.26,69320000.0,,Transportation,Marine Transportation
GSL^B,"Global Ship Lease, Inc.",24.6161,,,,
GLOB,Globant S.A.,56.34,2009999999.0,2014.0,Technology,EDP Services
GMED,"Globus Medical, Inc.",50.82,4950000000.0,2012.0,Health Care,Medical/Dental Instruments
GMS,GMS Inc.,26.13,1070000000.0,2016.0,Consumer Services,RETAIL: Building Materials
GNC,"GNC Holdings, Inc.",3.4,284460000.0,2011.0,Consumer Non-Durables,Food Chains
GDDY,GoDaddy Inc.,71.71,12250000000.0,2015.0,Technology,EDP Services
GOL,Gol Linhas Aereas Inteligentes S.A.,5.38,8420000000.0,2004.0,Transportation,Air Freight/Delivery Services
GFI,Gold Fields Limited,3.52,2890000000.0,,Basic Industries,Precious Metals
GG,Goldcorp Inc.,13.92,12100000000.0,,Basic Industries,Precious Metals
GSBD,"Goldman Sachs BDC, Inc.",20.96,842080000.0,2015.0,,
GS,"Goldman Sachs Group, Inc. (The)",220.38,83240000000.0,1999.0,Finance,Investment Bankers/Brokers/Service
GS^A,"Goldman Sachs Group, Inc. (The)",23.93,,,,
GS^B,"Goldman Sachs Group, Inc. (The)",26.48,,,,
GS^C,"Goldman Sachs Group, Inc. (The)",24.29,,,,
GS^D,"Goldman Sachs Group, Inc. (The)",23.41,,,,
GS^J,"Goldman Sachs Group, Inc. (The)",25.99,,,,
GS^K,"Goldman Sachs Group, Inc. (The)",27.46,,,,
GS^N,"Goldman Sachs Group, Inc. (The)",26.738000000000003,,,,
GER,Goldman Sachs MLP Energy Renaissance Fund,6.17,488190000.0,1986.0,,
GMZ,Goldman Sachs MLP Income Opportunities Fund,9.0699,402200000.0,2013.0,,
GRC,Gorman-Rupp Company (The),35.03,914520000.0,,Capital Goods,Fluid Controls
GPX,GP Strategies Corporation,17.9,295710000.0,,Consumer Services,Other Consumer Services
GGG,Graco Inc.,44.91,7530000000.0,,Capital Goods,Fluid Controls
EAF,GrafTech International Ltd.,17.51,5290000000.0,2018.0,Energy,Industrial Machinery/Components
GHM,Graham Corporation,26.18,257230000.0,,Technology,Industrial Machinery/Components
GHC,Graham Holdings Company,597.2,3200000000.0,,Consumer Services,Other Consumer Services
GPT,Gramercy Property Trust,27.32,4590000000.0,,Consumer Services,Real Estate Investment Trusts
GPT^A,Gramercy Property Trust Inc.,25.3574,,,,
GVA,Granite Construction Incorporated,55.48,2530000000.0,,Basic Industries,Military/Government/Technical
GPMT,Granite Point Mortgage Trust Inc.,18.26,793160000.0,2017.0,Consumer Services,Real Estate Investment Trusts
GRP.U,Granite Real Estate Inc.,,,,,
GPK,Graphic Packaging Holding Company,14.6,4530000000.0,,Consumer Durables,Containers/Packaging
GTN,"Gray Television, Inc.",15.85,1410000000.0,,Consumer Services,Broadcasting
GTN.A,"Gray Television, Inc.",,,,,
AJX,Great Ajax Corp.,13.19,246630000.0,2015.0,Consumer Services,Real Estate Investment Trusts
AJXA,Great Ajax Corp.,24.91,,2017.0,Consumer Services,Real Estate Investment Trusts
GWB,"Great Western Bancorp, Inc.",42.18,2480000000.0,2014.0,Finance,Major Banks
GDOT,Green Dot Corporation,75.0,3890000000.0,2010.0,Finance,Finance: Consumer Services
GBX,"Greenbrier Companies, Inc. (The)",53.25,1710000000.0,1994.0,Capital Goods,Railroads
GHL,"Greenhill & Co., Inc.",28.55,674760000.0,2004.0,Finance,Investment Bankers/Brokers/Service
GHG,GreenTree Hospitality Group Ltd.,17.89,1820000000.0,2018.0,Consumer Services,Hotels/Resorts
GEF,Greif Bros. Corporation,52.12,3070000000.0,,,
GEF.B,Greif Bros. Corporation,,,,,
GFF,Griffon Corporation,17.95,818960000.0,,Capital Goods,Building Products
GPI,"Group 1 Automotive, Inc.",66.51,1390000000.0,1997.0,Consumer Durables,Automotive Aftermarket
GRUB,GrubHub Inc.,105.33,9500000000.0,2014.0,Miscellaneous,Business Services
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",95.87,5380000000.0,2006.0,Transportation,Aerospace
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",160.61,4820000000.0,,Transportation,Aerospace
AVAL,Grupo Aval Acciones y Valores S.A.,8.34,9290000000.0,2014.0,Finance,Commercial Banks
SUPV,Grupo Supervielle S.A.,12.38,1130000000.0,2016.0,Finance,Commercial Banks
TV,Grupo Televisa S.A.,18.86,10930000000.0,1993.0,Consumer Services,Broadcasting
GSAH.U,GS Acquisition Holdings Corp.,,,2018.0,,
GTT,"GTT Communications, Inc.",43.7,2800000000.0,,Public Utilities,Telecommunications Equipment
GSH,Guangshen Railway Company Limited,27.29,3870000000.0,,Transportation,Railroads
GES,"Guess?, Inc.",21.91,1770000000.0,1996.0,Consumer Non-Durables,Apparel
GGM,Guggenheim Credit Allocation Fund,21.94,161700000.0,2013.0,,
GPM,Guggenheim Enhanced Equity Income Fund,8.49,408010000.0,,,
GOF,Guggenheim Strategic Opportunities Fund,22.1527,625220000.0,,,
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,21.73,378460000.0,2010.0,,
GWRE,"Guidewire Software, Inc.",89.25,7160000000.0,2012.0,Technology,Computer Software: Prepackaged Software
HRB,"H&R Block, Inc.",23.38,4890000000.0,,Consumer Services,Other Consumer Services
FUL,H. B. Fuller Company,54.24,2740000000.0,,Basic Industries,Home Furnishings
HAE,Haemonetics Corporation,90.82,4740000000.0,1991.0,Health Care,Medical/Dental Instruments
HK,Halcon Resources Corporation,4.13,662690000.0,,Energy,Oil & Gas Production
HK.WS,Halcon Resources Corporation,,,,,
HAL,Halliburton Company,44.53,39010000000.0,,Energy,Oilfield Services/Equipment
HBB,Hamilton Beach Brands Holding Company,28.9,395790000.0,2017.0,Consumer Durables,Home Furnishings
HBI,Hanesbrands Inc.,22.12,7970000000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",19.46,1040000000.0,2013.0,Consumer Services,Real Estate Investment Trusts
HOG,"Harley-Davidson, Inc.",42.28,7040000000.0,,Consumer Non-Durables,Motor Vehicles
HMY,Harmony Gold Mining Company Limited,1.65,733800000.0,,Basic Industries,Precious Metals
HRS,Harris Corporation,145.76,17310000000.0,,Capital Goods,Industrial Machinery/Components
HSC,Harsco Corporation,21.55,1740000000.0,,Capital Goods,Metal Fabrications
HHS,"Harte-Hanks, Inc.",10.99,68730000.0,1993.0,Technology,Advertising
HGH,"Hartford Financial Services Group, Inc. (The)",29.73,,,Finance,Property-Casualty Insurers
HIG,"Hartford Financial Services Group, Inc. (The)",51.57,18470000000.0,,Finance,Property-Casualty Insurers
HIG.WS,"Hartford Financial Services Group, Inc. (The)",,,,,
HVT,"Haverty Furniture Companies, Inc.",21.4,451050000.0,,Consumer Services,Other Specialty Stores
HVT.A,"Haverty Furniture Companies, Inc.",,,,,
HE,"Hawaiian Electric Industries, Inc.",35.24,3840000000.0,,Public Utilities,Electric Utilities: Central
HE^U,"Hawaiian Electric Industries, Inc.",26.39,,,,
HCHC,"HC2 Holdings, Inc.",5.93,264269999.0,,Capital Goods,Metal Fabrications
HCA,"HCA Healthcare, Inc.",103.87,36280000000.0,2011.0,Health Care,Hospital/Nursing Management
HCI,"HCI Group, Inc.",41.79,390270000.0,,Finance,Property-Casualty Insurers
HCP,"HCP, Inc.",25.85,12140000000.0,,Consumer Services,Real Estate Investment Trusts
HDB,HDFC Bank Limited,104.53,90740000000.0,2001.0,Finance,Commercial Banks
HR,Healthcare Realty Trust Incorporated,29.3,3670000000.0,1993.0,Consumer Services,Real Estate Investment Trusts
HTA,"Healthcare Trust of America, Inc.",26.97,5530000000.0,,Consumer Services,Real Estate Investment Trusts
HL,Hecla Mining Company,3.56,1430000000.0,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HL^B,Hecla Mining Company,53.028,,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HEI,Heico Corporation,73.06,9700000000.0,,Capital Goods,Aerospace
HEI.A,Heico Corporation,,,,,
HLX,"Helix Energy Solutions Group, Inc.",8.06,1190000000.0,,Energy,Oilfield Services/Equipment
HP,"Helmerich & Payne, Inc.",63.93,6960000000.0,,Energy,Oil & Gas Production
HLF,Herbalife Nutrition Ltd.,53.26,8260000000.0,2004.0,Health Care,Other Pharmaceuticals
HRI,Herc Holdings Inc.,54.84,1560000000.0,2016.0,,
HCXZ,"Hercules Capital, Inc.",24.89,,2018.0,,
HTGC,"Hercules Capital, Inc.",12.89,1120000000.0,2012.0,,
HTGX,"Hercules Capital, Inc.",25.3175,,2014.0,,
HRTG,"Heritage Insurance Holdings, Inc.",16.72,444250000.0,2014.0,Finance,Property-Casualty Insurers
HT,Hersha Hospitality Trust,21.82,858190000.0,1999.0,Consumer Services,Real Estate Investment Trusts
HT^C,Hersha Hospitality Trust,24.6697,,,,
HT^D,Hersha Hospitality Trust,24.1,,,,
HT^E,Hersha Hospitality Trust,23.94,,,,
HSY,Hershey Company (The),92.77,19410000000.0,,Consumer Non-Durables,Specialty Foods
HTZ,"Hertz Global Holdings, Inc",15.44,1300000000.0,2016.0,Consumer Services,Rental/Leasing Companies
HES,Hess Corporation,65.96,19800000000.0,,Energy,Integrated oil Companies
HES^A,Hess Corporation,74.17,,,,
HESM,Hess Midstream Partners LP,20.44,1120000000.0,2017.0,Energy,Oil & Gas Production
HPE,Hewlett Packard Enterprise Company,14.77,22360000000.0,2015.0,Technology,Computer Manufacturing
HXL,Hexcel Corporation,67.05,6000000000.0,,Basic Industries,Major Chemicals
HF,"HFF, Inc.",34.22,1340000000.0,2007.0,Consumer Services,Real Estate
HCLP,Hi-Crush Partners LP,11.75,1040000000.0,2012.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HFRO,Highland Floating Rate Opportunities Fund,15.51,1110000000.0,2017.0,,
HPR,HighPoint Resources Corporation,6.04,,2018.0,Energy,Oil & Gas Production
HIW,"Highwoods Properties, Inc.",51.09,5280000000.0,1994.0,Consumer Services,Real Estate Investment Trusts
HIL,"Hill International, Inc.",5.9,312470000.0,,Consumer Services,Military/Government/Technical
HI,Hillenbrand Inc,47.4,2960000000.0,,Consumer Durables,Miscellaneous manufacturing industries
HRC,Hill-Rom Holdings Inc,86.94,5760000000.0,,Health Care,Medical/Dental Instruments
HTH,Hilltop Holdings Inc.,22.19,2130000000.0,,Finance,Major Banks
